66,54,55,62,99,75,16,19,23,59,39,73,25,3,83,62,96,17,41,6,2,77,94,66,26,77,15,99,76,95,88,7,81,52,55,73,8,83,21,76,27,13,85,25,63,66,31,19,51,23,7,4,35,54,97,35,87,30,50,4,7,80,95,24,63,23,98,29,30,81,75,84,55,87,62,70,31,62,56,30,17,24,87,90,95,50,32,30,14,1,89,76,2,89,97,66,57,6,50,98
52,66,65,99,54,24,39,73,27,68,46,35,79,68,68,38,50,84,66,63,97,86,82,49,14,59,44,50,14,52,51,55,61,25,64,68,49,77,67,42,11,58,8,49,57,30,82,8,28,45,6,19,75,14,21,64,46,63,60,54,77,29,63,48,96,59,70,50,19,37,19,17,79,93,91,37,35,69,94,54,34,9,27,75,52,79,83,1,33,20,87,80,79,24,64,28,1,15,99,98
98,41,55,53,71,74,17,38,68,37,25,52,8,84,21,88,76,17,91,80,98,39,1,98,55,41,36,3,36,80,79,29,48,30,58,22,85,100,98,1,49,33,38,89,90,96,8,16,12,27,64,95,42,55,53,67,8,5,10,74,41,2,21,94,18,61,66,19,75,70,9,96,33,20,26,55,39,24,20,34,7,8,54,67,45,28,75,23,35,44,70,39,55,94,78,71,13,73,74,29
65,82,73,48,100,98,76,85,48,63,79,56,40,98,32,79,75,51,100,70,13,9,1,75,83,52,48,6,40,46,48,49,27,66,93,9,100,23,63,15,42,27,27,29,22,70,36,83,89,46,43,95,6,86,23,100,91,100,98,19,68,10,11,25,48,26,33,94,72,64,21,73,10,6,23,23,3,21,53,24,66,93,56,74,31,97,15,68,93,56,89,32,5,3,90,14,22,49,32,34
81,72,53,81,29,87,88,74,63,82,89,16,1,6,14,47,84,100,66,35,47,74,9,57,84,50,59,15,89,85,83,69,26,90,87,28,1,92,7,28,39,56,16,60,1,21,14,31,98,44,91,46,40,20,57,95,29,21,66,43,56,33,57,21,85,66,2,95,19,97,56,14,45,55,24,91,64,4,13,55,25,21,97,44,47,100,7,99,89,39,47,49,52,57,23,53,83,34,61,100
46,97,100,23,42,9,36,58,24,2,92,57,23,46,68,82,16,36,11,95,66,34,27,30,84,66,15,90,3,40,33,21,49,87,17,87,55,65,38,88,89,19,64,3,89,56,16,39,95,26,42,82,48,16,100,36,62,61,47,10,6,31,28,28,50,7,58,60,44,21,67,86,3,1,82,38,57,67,75,11,76,96,27,40,78,9,54,26,80,65,38,28,45,90,11,5,39,24,79,79
44,54,22,50,47,37,69,18,18,9,56,70,1,59,58,90,46,5,4,53,30,84,3,26,21,75,91,47,85,74,98,61,23,21,18,56,87,11,17,61,43,68,32,16,24,88,7,66,64,14,16,93,83,7,14,20,67,35,87,31,31,2,8,78,77,95,4,1,5,60,94,94,68,83,71,8,37,51,32,14,30,34,27,22,17,33,75,62,8,59,9,16,50,17,83,11,32,46,12,80
83,33,11,91,77,37,30,96,83,98,60,43,19,69,17,43,62,22,62,96,76,38,43,89,55,31,65,57,29,98,28,33,5,40,25,47,91,27,24,33,29,6,96,84,25,56,71,82,10,42,54,68,31,67,96,92,21,72,27,79,97,17,16,34,18,10,27,91,66,9,5,57,12,91,88,4,43,49,19,10,42,96,31,89,3,27,84,98,42,77,100,40,66,43,43,47,27,19,58,64
9,11,11,58,82,69,54,27,77,66,15,84,15,72,15,34,94,40,57,8,56,83,35,45,88,9,17,50,26,53,8,89,17,89,76,44,85,77,6,29,5,4,50,20,65,76,9,77,8,51,94,38,83,2,13,29,96,3,83,54,94,45,5,61,70,34,20,69,79,55,17,40,20,71,72,63,47,87,99,32,6,35,56,95,71,22,73,50,40,18,87,29,51,33,73,72,30,33,88,82
14,62,7,85,11,60,84,93,94,24,90,74,27,66,48,60,84,34,97,21,43,18,55,82,13,83,57,7,49,43,76,14,26,26,20,78,88,81,91,44,22,29,74,83,31,90,62,38,19,33,67,41,57,30,19,56,67,7,33,77,38,77,69,19,92,66,45,8,87,85,44,45,54,25,67,94,32,97,72,82,4,7,38,95,61,77,89,31,42,51,1,25,75,57,94,61,43,27,69,45
18,78,41,74,18,79,60,23,11,41,46,37,18,73,91,91,90,23,75,78,27,13,93,10,86,39,94,90,73,21,84,11,20,97,99,66,75,11,80,91,24,8,2,34,83,85,18,19,4,69,40,44,6,98,65,92,55,93,95,64,62,69,79,9,17,51,77,100,79,5,33,71,63,59,44,32,23,76,83,52,19,62,25,11,42,37,17,60,98,39,68,65,95,83,30,21,20,84,25,84
40,43,45,59,36,37,34,38,19,13,21,46,14,38,56,71,59,94,67,92,76,88,30,86,90,78,79,29,21,33,93,96,61,62,71,66,12,47,38,93,3,91,61,68,89,14,66,65,73,45,26,68,27,77,13,10,87,9,25,90,57,72,81,31,43,54,63,32,44,33,9,27,38,94,57,75,12,25,69,87,28,56,68,6,92,16,21,55,24,98,66,96,80,40,32,62,57,70,35,13
84,10,37,25,6,21,30,9,10,27,90,39,60,59,4,38,59,69,53,79,90,5,34,3,22,18,69,27,22,12,33,16,83,17,18,17,51,22,84,51,71,85,58,6,95,19,50,1,15,44,85,47,59,25,9,26,56,34,96,7,84,46,27,24,5,38,32,81,35,71,82,3,61,90,100,29,14,68,69,99,7,91,27,17,48,17,89,13,11,94,42,19,44,63,55,70,66,34,55,52
81,27,77,67,53,9,46,65,49,26,77,78,91,12,6,74,86,97,26,30,73,69,86,90,8,11,47,60,98,38,81,16,82,83,86,44,17,93,76,63,1,40,81,74,40,16,29,29,64,80,95,96,48,69,66,43,3,53,52,18,96,92,90,91,23,77,30,47,6,87,40,95,85,61,96,13,95,76,54,33,34,21,97,53,92,90,47,56,81,90,48,91,10,97,56,32,69,59,7,72
7,16,63,9,34,78,43,19,20,34,89,74,94,6,81,96,4,44,97,16,41,74,35,90,48,91,27,48,60,33,54,16,81,66,91,51,84,33,63,72,62,17,66,50,81,3,84,64,79,82,38,36,20,14,3,58,49,25,57,42,8,99,61,94,67,29,8,59,82,51,66,100,71,80,34,52,50,59,19,22,5,79,50,7,50,95,19,15,5,45,39,57,94,83,65,81,36,29,42,25
40,29,78,63,18,21,36,5,90,16,29,44,23,98,46,55,89,95,55,85,94,44,14,53,84,88,57,37,31,35,47,9,71,55,97,38,93,86,40,3,41,44,88,95,16,1,82,60,57,76,7,34,24,63,99,90,81,55,100,74,89,94,2,4,88,65,18,48,11,100,57,78,40,84,16,39,75,83,50,52,11,35,43,2,93,52,73,26,96,76,46,20,38,82,60,18,96,27,24,54
53,45,94,67,21,39,56,73,10,35,68,70,49,29,39,55,41,1,4,79,26,38,51,13,47,100,25,66,97,82,83,46,86,26,58,49,17,26,36,58,25,42,91,29,63,60,94,33,38,79,19,90,79,86,54,22,74,79,78,90,57,47,35,60,35,93,73,56,1,43,1,99,58,57,42,98,32,93,56,36,8,98,57,10,71,2,89,53,81,91,3,71,76,96,17,25,25,26,49,39
42,53,98,73,91,56,75,35,5,13,67,95,38,60,79,32,4,62,70,28,54,98,86,18,42,87,32,94,90,54,96,67,79,5,57,35,89,88,9,5,66,73,16,38,70,61,1,99,83,51,58,55,62,90,38,97,58,53,32,3,20,91,54,5,3,34,9,18,28,27,66,49,25,1,56,30,1,64,83,86,91,84,62,61,70,42,80,82,97,38,43,66,81,19,42,60,75,68,81,81
66,46,20,90,68,23,43,67,56,89,13,79,53,97,37,8,75,81,52,23,96,40,39,71,51,4,92,63,20,53,8,84,21,24,18,78,39,19,35,43,33,41,20,12,9,92,65,13,31,56,19,75,15,35,71,44,1,94,6,14,23,39,63,43,91,82,92,59,95,48,32,13,73,26,3,60,62,2,21,27,32,72,81,6,1,13,85,72,77,12,11,34,81,68,37,87,40,52,38,68
63,88,14,99,47,65,43,39,78,10,41,71,27,19,54,19,16,24,6,33,27,45,70,84,13,55,89,29,1,78,71,80,100,37,52,39,39,76,55,47,11,96,80,97,54,74,1,74,32,64,30,13,72,49,95,79,72,15,5,43,71,61,45,53,48,79,43,16,68,17,27,47,35,44,87,58,36,19,53,85,60,22,89,66,55,96,54,51,61,53,5,53,60,74,9,82,85,8,52,99
30,52,70,77,92,49,13,63,32,94,28,11,7,20,72,10,15,94,90,83,26,16,63,4,14,100,80,21,72,13,24,72,10,64,55,72,28,4,47,3,54,92,7,44,89,31,11,16,79,10,47,46,41,68,39,53,45,42,82,77,60,57,82,85,92,13,8,45,39,16,47,75,8,44,90,62,65,3,81,59,38,2,16,58,42,28,21,90,99,35,56,3,33,82,24,60,38,6,10,94
44,95,10,59,11,16,3,3,18,40,72,39,44,35,88,47,61,77,34,83,93,33,46,76,88,52,93,44,87,63,40,48,66,99,17,49,87,65,65,7,17,96,39,9,27,50,11,44,51,25,35,8,47,71,70,34,66,29,42,53,59,85,15,63,33,16,58,54,86,27,63,68,31,88,50,57,85,94,36,72,96,22,9,8,63,90,54,96,57,85,62,3,75,69,100,1,71,26,91,58
2,64,53,93,75,79,30,92,34,5,29,60,18,94,33,1,26,83,23,58,7,32,48,96,61,88,18,3,12,35,27,71,22,21,50,73,75,57,52,93,89,35,30,72,24,26,37,84,27,62,32,67,71,47,61,44,76,60,39,76,97,29,98,26,70,42,84,47,68,76,81,88,31,7,21,28,11,49,55,35,75,54,32,25,55,90,85,47,50,19,74,80,48,34,91,95,35,44,21,9
99,96,54,59,74,11,32,81,22,35,90,46,3,40,66,92,33,58,12,58,30,90,95,35,27,8,52,88,4,34,84,96,25,76,54,94,45,38,82,54,67,30,74,51,84,74,24,36,74,31,46,71,41,37,78,72,81,4,53,17,59,67,84,91,2,69,35,84,61,61,57,76,3,34,73,16,59,80,72,1,89,11,61,36,22,78,22,29,26,21,26,11,52,4,80,80,88,29,39,42
17,25,87,2,57,30,66,75,52,74,83,6,96,28,98,65,41,80,32,29,60,25,9,64,87,99,63,62,60,58,100,51,34,89,20,52,71,22,10,37,85,89,11,33,50,12,35,8,17,77,24,92,2,29,60,92,3,7,90,68,10,61,35,77,52,66,78,100,44,97,3,62,18,18,70,74,59,46,21,20,60,86,38,13,56,91,72,93,20,54,73,69,49,13,14,40,76,68,67,19
11,68,49,13,19,24,96,82,91,80,40,23,44,16,8,1,41,33,23,70,21,32,28,35,6,93,92,21,61,87,65,31,20,48,63,91,95,80,47,37,77,22,80,76,16,75,25,56,93,27,3,67,8,8,38,90,78,33,41,62,17,66,62,57,34,68,71,98,97,78,80,28,87,25,47,4,53,50,65,51,69,92,93,74,87,2,87,50,50,9,72,78,43,29,56,88,44,95,76,100
38,29,40,87,60,54,94,39,63,55,50,84,97,40,59,4,39,23,66,80,64,41,45,22,46,57,67,52,52,20,71,79,51,16,3,22,18,15,59,16,81,14,79,84,24,81,39,28,23,4,66,70,60,45,86,14,57,10,61,1,11,31,31,90,34,1,60,75,83,58,28,34,66,73,18,81,46,43,1,3,40,34,6,45,1,96,48,88,72,25,51,80,18,84,6,68,41,78,18,53
20,68,68,49,30,10,46,62,11,69,70,2,77,38,42,21,61,32,7,45,80,71,59,79,73,44,39,6,1,68,94,24,96,82,32,88,25,49,19,15,64,53,54,26,66,75,43,14,9,30,16,86,45,17,23,12,8,18,10,75,15,34,9,37,96,13,38,20,2,46,83,84,86,29,80,41,97,90,52,56,23,47,100,2,13,8,47,22,99,64,90,71,29,91,68,25,38,64,52,89
49,70,75,85,14,41,25,58,40,90,84,87,1,14,31,46,17,59,28,45,51,15,88,73,34,34,75,87,69,91,69,24,40,48,54,9,65,2,62,36,72,91,26,54,57,34,65,70,8,56,81,47,93,40,80,90,26,38,34,100,68,19,53,34,76,77,40,4,15,29,69,39,28,24,89,84,19,88,57,28,14,1,67,69,78,29,95,12,34,12,78,95,88,45,83,17,45,76,100,65
34,7,53,21,22,11,77,54,6,6,61,8,69,44,27,13,19,83,29,47,66,88,47,28,41,73,82,45,95,20,57,47,59,12,33,47,81,19,6,34,69,41,8,44,30,59,79,49,77,97,41,46,10,93,100,66,14,4,15,13,64,11,83,62,34,85,43,19,49,76,61,9,90,14,15,98,56,64,1,70,18,32,62,89,3,49,63,13,23,61,50,30,88,99,92,87,39,75,71,47
96,26,35,56,90,12,76,28,51,31,58,67,71,10,76,1,10,30,89,28,80,9,44,59,53,2,61,55,88,30,39,62,61,88,61,3,86,49,58,79,33,22,63,16,63,47,27,19,82,69,33,81,38,52,29,5,57,71,25,37,38,29,77,9,64,75,43,58,59,10,39,87,21,23,94,43,63,30,90,89,94,49,15,14,15,98,81,58,35,89,77,100,49,4,15,33,8,59,9,10
93,23,15,63,8,79,75,25,44,5,33,51,65,62,100,73,33,41,45,68,24,47,75,43,90,38,9,57,12,50,64,62,72,64,37,81,40,84,85,49,54,8,3,61,72,9,85,11,75,72,75,83,55,92,72,51,55,65,38,20,17,36,95,38,42,95,22,63,30,11,7,44,97,82,1,6,4,30,84,3,4,27,3,82,33,57,41,47,10,50,67,56,61,86,31,33,45,78,5,97
6,67,59,4,25,30,75,46,100,20,46,22,56,2,19,36,77,87,76,91,61,4,47,10,78,93,93,69,36,89,37,13,41,10,14,18,12,15,50,47,88,94,7,94,29,83,75,21,76,56,75,20,12,10,67,90,7,18,28,72,39,54,34,19,58,92,50,37,44,74,100,18,42,38,44,79,65,25,78,35,88,69,58,26,91,28,33,38,64,32,98,66,72,53,78,41,61,40,50,63
74,85,27,62,6,61,11,23,82,73,72,58,22,58,79,79,24,62,61,91,12,76,87,3,7,55,6,38,25,51,41,13,86,91,92,17,9,74,44,14,6,61,13,11,42,69,83,14,97,54,18,3,91,100,42,39,99,7,22,18,80,100,39,82,96,23,4,64,40,36,67,1,23,67,2,64,84,71,79,43,53,92,3,3,62,13,38,76,38,77,12,95,15,98,49,77,31,61,45,16
27,35,5,37,45,97,69,81,49,73,89,13,78,79,20,44,75,100,79,75,52,71,47,50,28,48,53,8,57,28,37,29,93,4,65,19,37,70,15,89,51,38,46,90,37,27,19,33,47,88,12,6,64,10,50,30,26,41,64,99,40,3,16,73,62,51,57,90,14,59,23,66,82,94,24,51,40,78,38,9,81,58,72,54,2,16,72,46,89,96,87,23,59,88,55,17,41,25,49,40
43,79,76,5,2,44,47,99,90,88,73,68,23,24,100,44,70,21,12,27,84,22,50,28,38,50,12,46,62,54,47,74,76,4,66,70,83,4,3,68,44,67,68,56,79,97,7,96,79,40,18,15,91,32,95,24,32,47,80,2,76,71,34,68,16,79,5,26,96,30,10,37,37,43,71,57,44,83,16,8,45,27,22,94,32,27,20,71,43,65,57,99,20,17,88,69,11,30,17,89
55,68,25,49,90,70,22,3,14,59,2,60,38,45,81,5,83,83,98,69,93,68,49,34,87,31,39,5,31,58,51,42,29,99,68,22,22,49,76,84,91,80,86,43,14,19,62,54,43,46,63,18,64,79,96,21,31,21,21,4,30,91,56,92,84,53,88,29,37,72,25,38,51,61,70,31,9,81,36,8,35,93,26,77,20,44,49,93,90,49,13,18,7,36,99,65,48,2,37,54
95,1,45,20,20,76,10,54,40,8,68,6,90,57,43,5,83,68,85,14,50,56,23,29,42,96,82,74,80,42,92,83,80,69,75,30,80,98,80,66,64,34,50,16,91,30,71,25,95,21,85,63,2,61,74,39,5,87,90,81,65,87,56,83,73,62,87,13,84,37,91,45,75,97,27,75,59,26,65,91,76,7,96,41,28,40,13,83,23,44,98,95,7,6,2,83,30,35,89,55
42,61,69,13,10,44,83,9,93,93,44,6,86,7,73,10,30,25,6,13,28,86,9,18,24,99,25,4,80,2,21,94,15,38,85,77,66,12,30,99,99,70,5,25,29,42,12,44,1,76,52,3,32,47,39,60,53,60,75,86,89,12,17,55,11,56,34,53,5,72,22,52,84,37,33,34,88,81,94,97,37,63,19,72,3,43,14,4,80,19,84,96,94,45,36,38,2,15,75,45
99,39,36,21,31,66,18,81,92,81,44,16,41,50,50,60,31,48,47,20,66,56,7,40,60,52,89,96,79,71,34,40,51,51,52,51,3,75,12,98,59,21,32,45,50,24,10,67,99,55,17,48,12,30,5,27,26,3,54,57,21,96,12,2,17,74,98,83,43,100,48,31,40,67,10,89,21,63,10,40,56,95,80,49,84,62,95,97,86,45,7,18,53,45,54,12,89,42,42,19
31,92,74,15,46,11,17,99,72,29,12,2,32,65,81,25,53,40,33,15,92,91,89,70,48,100,72,75,36,51,58,6,62,77,16,91,79,64,38,26,85,96,65,54,79,20,60,55,58,36,72,68,63,14,59,63,41,90,97,76,49,45,40,10,30,7,96,30,8,9,91,48,10,32,5,34,10,24,74,32,89,52,5,45,77,45,64,89,43,49,28,6,16,33,75,86,22,16,91,25
71,1,40,19,11,94,67,7,62,55,82,44,61,23,36,85,33,60,64,59,51,42,24,21,90,46,38,94,6,39,49,58,71,5,39,6,93,60,83,63,47,72,79,36,68,71,82,61,35,71,91,12,7,30,57,81,95,46,57,52,12,88,84,52,43,50,99,79,32,47,20,1,27,89,76,80,19,39,6,56,85,96,31,95,73,2,44,64,59,87,41,27,65,92,98,72,69,83,10,29
67,47,69,5,100,19,90,94,35,99,33,84,92,84,8,86,84,81,24,8,98,36,87,67,94,43,25,52,71,7,27,75,39,73,83,44,50,50,85,73,55,17,29,78,15,19,82,87,56,11,22,24,68,17,36,11,92,6,22,59,14,87,19,96,53,23,16,44,95,10,45,18,80,30,33,81,67,46,76,80,25,28,97,58,83,4,71,2,10,72,63,55,59,50,70,58,16,74,19,53
54,43,71,64,34,27,52,2,94,72,25,62,91,98,60,97,82,11,58,83,20,49,72,45,82,22,26,25,100,36,58,33,73,71,18,58,84,57,67,50,18,45,50,89,70,53,9,39,30,1,88,29,48,32,89,73,13,11,86,20,7,36,51,85,28,34,1,56,86,73,62,31,94,30,53,6,74,51,47,80,44,53,27,79,77,40,53,98,26,63,92,78,32,72,28,75,98,10,95,56
70,47,45,29,30,80,71,69,13,84,35,53,60,85,92,49,56,83,61,73,12,26,88,44,71,20,77,26,17,24,88,50,89,46,33,57,14,43,97,85,64,64,82,74,13,30,74,75,16,60,22,18,31,11,63,65,60,100,87,51,8,64,13,94,83,56,25,99,18,92,60,75,57,91,96,41,64,55,5,87,83,92,13,72,13,98,66,39,60,9,42,61,68,67,96,76,51,83,11,42
67,78,2,54,7,49,16,79,74,44,38,87,34,51,20,23,27,85,60,93,30,93,94,18,75,84,5,76,12,21,7,23,6,59,97,83,76,8,95,20,97,93,60,41,95,47,91,16,67,66,84,33,52,84,63,48,36,87,32,6,63,87,87,98,80,75,35,69,54,9,67,59,94,50,67,97,47,35,85,80,16,22,61,15,39,55,78,40,53,12,72,32,40,84,91,56,90,23,39,91
18,33,34,70,30,77,96,54,65,48,55,10,86,28,44,23,69,36,45,50,40,47,14,20,90,73,69,100,92,82,45,94,14,34,81,13,93,30,12,13,54,53,54,61,89,93,46,6,69,59,86,81,71,98,30,94,72,62,33,6,42,3,77,38,28,42,24,98,30,52,27,71,60,21,48,42,32,30,17,1,76,83,65,70,3,92,62,52,92,58,98,44,22,26,46,81,73,11,29,31
13,79,43,50,5,40,55,89,84,57,57,91,45,75,75,54,24,44,4,66,43,26,40,62,7,53,63,36,49,40,9,49,87,18,23,31,84,57,65,1,48,63,34,65,52,22,8,34,80,91,53,30,82,22,8,10,53,3,85,34,64,8,57,33,62,51,76,10,91,56,43,81,99,3,65,34,65,71,12,92,88,14,88,40,1,33,51,56,67,47,44,85,25,77,74,68,50,67,8,65
100,48,28,54,51,28,68,90,40,27,40,11,91,24,4,77,46,58,52,90,32,44,99,27,34,83,75,76,86,6,57,54,43,40,100,1,26,64,49,16,80,69,42,13,68,1,25,82,35,64,48,78,32,71,30,60,27,33,50,64,86,38,39,79,11,13,23,90,9,69,80,86,77,18,67,64,57,94,28,2,51,44,90,13,1,30,49,96,50,55,64,63,39,42,56,54,61,96,20,29
18,4,20,45,77,4,4,63,75,75,40,52,4,96,95,35,39,71,41,54,70,71,65,56,1,52,98,12,81,38,54,23,42,92,7,96,22,94,7,54,10,93,80,50,98,91,74,38,26,53,89,56,32,4,24,24,50,47,6,90,77,15,50,22,67,22,45,6,79,30,94,12,19,31,24,86,67,60,32,3,58,88,6,65,17,88,12,86,64,4,91,28,4,6,100,69,35,82,42,26
4,18,83,13,64,68,81,14,84,51,52,15,54,63,77,47,54,75,11,29,10,41,90,95,83,56,39,60,19,78,77,10,96,23,43,77,53,98,90,52,89,16,35,32,13,69,5,98,35,26,7,56,35,62,35,4,86,10,78,68,98,4,89,96,35,30,26,13,18,61,47,66,52,97,81,79,13,60,61,72,86,71,76,50,16,78,92,48,9,58,88,52,35,88,39,96,53,63,30,36
57,73,43,50,9,43,75,22,33,65,66,56,72,61,56,64,100,76,46,98,41,19,49,72,51,22,27,44,25,17,24,7,76,37,41,76,40,10,50,39,1,41,47,58,76,52,43,61,33,6,51,74,67,67,85,58,73,58,43,69,79,79,91,94,67,45,35,64,72,20,31,76,65,79,51,54,68,74,68,54,99,50,86,7,52,40,44,88,5,63,15,89,56,98,89,63,80,33,71,81
89,48,89,86,9,46,13,19,56,31,96,1,18,18,19,92,76,39,46,4,30,86,2,68,37,59,88,74,6,92,59,82,99,33,41,14,48,67,78,32,52,32,37,95,83,53,55,34,93,74,63,78,87,4,17,85,20,33,28,70,94,33,50,37,30,25,91,38,24,66,44,71,87,68,44,75,69,38,99,53,80,61,49,53,42,89,43,39,76,49,21,18,56,12,90,82,28,28,24,54
67,16,40,88,78,61,53,5,98,14,73,77,34,10,50,17,99,43,56,33,31,59,63,96,23,15,81,27,61,32,46,78,24,9,12,35,100,61,7,1,68,70,68,43,79,11,96,93,76,17,74,91,77,1,16,56,16,46,34,80,74,82,53,35,69,27,2,32,21,70,31,61,61,85,71,74,94,46,100,51,36,8,8,32,60,43,3,5,33,17,63,83,7,51,39,19,30,44,96,60
20,35,77,28,91,6,33,11,55,48,41,85,19,26,52,72,24,96,81,98,11,38,24,78,54,6,47,10,78,33,87,20,10,52,43,16,61,48,27,82,57,90,57,4,20,100,21,90,29,29,23,14,88,15,51,84,38,58,37,67,26,18,91,70,40,90,14,80,22,46,28,4,100,43,56,45,83,51,76,7,51,25,10,86,28,47,52,31,7,76,78,19,59,76,73,76,35,36,31,24
37,61,40,21,54,32,55,62,34,37,84,92,33,86,100,58,53,58,71,37,60,23,53,61,29,69,10,46,52,21,67,90,39,84,62,50,95,36,66,64,48,50,66,93,43,36,12,86,61,26,3,80,88,87,61,21,87,8,80,52,72,68,58,72,40,59,39,31,98,16,14,20,13,71,26,86,18,93,28,24,26,3,21,1,60,43,97,33,93,80,25,10,48,11,92,23,88,88,16,11
47,20,81,57,11,78,40,94,62,79,14,99,41,92,86,44,6,85,88,31,29,22,73,95,7,61,57,65,3,77,36,69,51,91,99,81,50,48,14,45,33,81,50,93,2,63,65,26,77,55,14,19,18,28,17,63,69,6,4,34,70,88,78,81,21,94,85,61,39,43,17,34,30,49,8,50,95,46,96,12,51,85,78,21,59,46,28,47,6,30,37,4,67,4,91,42,10,1,56,65
99,74,76,65,83,70,42,36,37,79,7,51,55,70,97,89,76,28,6,13,16,53,61,6,9,22,19,14,100,7,35,66,58,73,22,64,44,68,64,25,61,33,40,36,33,40,11,29,85,55,77,3,86,54,64,18,64,31,73,94,78,76,67,60,73,62,22,47,64,60,50,65,48,83,59,95,20,64,42,99,8,2,41,89,13,70,75,49,7,51,35,2,79,45,9,80,21,70,80,99
16,25,38,42,34,13,19,42,76,67,9,28,5,73,68,40,61,63,22,92,1,44,59,27,7,41,54,46,51,96,26,100,98,39,36,69,78,96,39,81,92,55,48,26,14,1,99,78,91,79,97,13,96,53,85,29,15,53,88,25,75,23,47,10,82,26,94,30,5,33,9,22,13,44,68,80,22,46,22,8,6,56,83,22,8,10,12,71,58,24,46,97,20,13,4,40,31,34,45,11
86,92,22,21,30,14,26,99,42,14,17,11,56,23,41,18,86,59,46,14,29,75,44,99,41,63,36,66,34,16,96,4,50,30,27,64,75,9,77,83,69,39,7,79,46,55,25,71,60,87,39,14,78,57,79,2,8,57,29,52,32,36,22,56,93,11,97,84,24,84,93,8,23,86,59,14,1,56,63,7,64,12,15,32,4,74,77,37,44,20,18,89,97,98,58,5,36,31,100,19
